date,home_team,away_team,home_score,away_score,home_won
2021-11-27,Orlando Magic,New York Knicks,123,117,True
2021-11-27,LA Clippers,Minnesota Timberwolves,136,128,True
2021-11-27,Philadelphia 76ers,Cleveland Cavaliers,96,123,False
2021-11-27,Portland Trail Blazers,Charlotte Hornets,136,93,True
2021-11-27,Toronto Raptors,New York Knicks,102,104,False
2021-11-28,Indiana Pacers,New York Knicks,124,123,True
2021-11-28,Memphis Grizzlies,Utah Jazz,119,106,True
2021-11-28,LA Lakers,Denver Nuggets,100,108,False
2021-11-28,Cleveland Cavaliers,Golden State Warriors,125,97,True
2021-11-28,Portland Trail Blazers,San Antonio Spurs,115,103,True
2021-11-28,Washington Wizards,Denver Nuggets,116,120,False
2021-11-28,LA Clippers,Charlotte Hornets,99,96,True
2021-11-28,Charlotte Hornets,Denver Nuggets,109,111,False
2021-11-28,Denver Nuggets,Golden State Warriors,123,109,True
2021-11-28,Detroit Pistons,New Orleans Pelicans,127,120,True
2021-11-28,Golden State Warriors,Houston Rockets,126,129,False
2021-11-28,Houston Rockets,Orlando Magic,126,122,True
2021-11-29,Detroit Pistons,Washington Wizards,138,109,True
2021-11-29,Golden State Warriors,Phoenix Suns,105,122,False
2021-11-29,Minnesota Timberwolves,LA Clippers,106,98,True
2021-11-29,Toronto Raptors,LA Lakers,107,125,False
2021-11-29,Cleveland Cavaliers,Utah Jazz,127,101,True
2021-11-29,Portland Trail Blazers,Cleveland Cavaliers,112,102,True
2021-11-29,Utah Jazz,New Orleans Pelicans,123,92,True
2021-11-29,Dallas Mavericks,Utah Jazz,116,95,True
2021-11-29,Orlando Magic,Dallas Mavericks,102,119,False
2021-11-29,Indiana Pacers,Chicago Bulls,145,93,True
2021-11-29,Cleveland Cavaliers,Orlando Magic,120,109,True
2021-11-29,Philadelphia 76ers,Orlando Magic,105,101,True
2021-11-29,Miami Heat,New Orleans Pelicans,126,108,True
2021-11-29,Orlando Magic,Detroit Pistons,123,105,True
2021-11-30,Brooklyn Nets,New York Knicks,104,100,True
2021-11-30,Denver Nuggets,Indiana Pacers,121,116,True
2021-11-30,Minnesota Timberwolves,Detroit Pistons,121,112,True
2021-11-30,San Antonio Spurs,Atlanta Hawks,112,119,False
2021-11-30,Phoenix Suns,Cleveland Cavaliers,131,107,True
2021-11-30,Golden State Warriors,Sacramento Kings,114,102,True
2021-11-30,Indiana Pacers,Washington Wizards,116,101,True
2021-11-30,Miami Heat,Indiana Pacers,126,117,True
2021-11-30,Indiana Pacers,Oklahoma City Thunder,85,110,False
2021-11-30,Golden State Warriors,San Antonio Spurs,125,107,True
2021-11-30,Denver Nuggets,Golden State Warriors,113,107,True
2021-12-01,Denver Nuggets,Golden State Warriors,111,110,True
2021-12-01,Boston Celtics,Oklahoma City Thunder,129,107,True
2021-12-01,Chicago Bulls,Toronto Raptors,101,94,True
2021-12-01,Washington Wizards,New York Knicks,104,93,True
2021-12-01,Phoenix Suns,Orlando Magic,115,105,True
2021-12-01,Orlando Magic,Milwaukee Bucks,95,124,False
2021-12-01,New York Knicks,Sacramento Kings,101,113,False
2021-12-01,New York Knicks,Boston Celtics,104,128,False
2021-12-01,Charlotte Hornets,Sacramento Kings,93,95,False
2021-12-01,LA Lakers,Toronto Raptors,117,108,True
2021-12-01,Atlanta Hawks,Toronto Raptors,112,97,True
2021-12-01,New York Knicks,Memphis Grizzlies,90,115,False
2021-12-01,Milwaukee Bucks,Orlando Magic,111,112,False
2021-12-02,Charlotte Hornets,Houston Rockets,122,113,True
2021-12-02,San Antonio Spurs,Toronto Raptors,110,109,True
2021-12-02,San Antonio Spurs,LA Clippers,91,110,False
2021-12-02,Houston Rockets,Golden State Warriors,121,99,True
2021-12-02,Houston Rockets,New York Knicks,121,113,True
2021-12-02,Denver Nuggets,Memphis Grizzlies,121,89,True
2021-12-02,Charlotte Hornets,Atlanta Hawks,108,117,False
2021-12-02,LA Clippers,Sacramento Kings,113,107,True
2021-12-02,New York Knicks,Charlotte Hornets,109,97,True
2021-12-03,LA Lakers,Sacramento Kings,113,109,True
2021-12-03,Portland Trail Blazers,Orlando Magic,98,102,False
2021-12-03,Phoenix Suns,Atlanta Hawks,109,107,True
2021-12-03,Cleveland Cavaliers,New York Knicks,123,107,True
2021-12-03,Charlotte Hornets,New York Knicks,105,122,False
2021-12-03,Detroit Pistons,Toronto Raptors,108,114,False
2021-12-03,Toronto Raptors,Denver Nuggets,98,115,False
2021-12-03,Minnesota Timberwolves,Memphis Grizzlies,109,97,True
2021-12-03,Denver Nuggets,Philadelphia 76ers,119,110,True
2021-12-03,Dallas Mavericks,Cleveland Cavaliers,124,107,True
2021-12-03,Miami Heat,Chicago Bulls,106,98,True
2021-12-03,Memphis Grizzlies,Minnesota Timberwolves,99,108,False
2021-12-03,LA Lakers,Phoenix Suns,117,126,False
2021-12-03,San Antonio Spurs,Detroit Pistons,103,107,False
2021-12-04,Utah Jazz,Dallas Mavericks,129,145,False
2021-12-04,Utah Jazz,Orlando Magic,87,128,False
2021-12-04,Portland Trail Blazers,Utah Jazz,129,102,True
2021-12-04,Denver Nuggets,Atlanta Hawks,111,92,True
2021-12-04,Oklahoma City Thunder,Indiana Pacers,101,95,True
2021-12-04,Toronto Raptors,Dallas Mavericks,124,126,False
2021-12-04,New Orleans Pelicans,Minnesota Timberwolves,109,120,False
2021-12-05,Golden State Warriors,Toronto Raptors,101,96,True
2021-12-05,Charlotte Hornets,Milwaukee Bucks,98,114,False
2021-12-05,Dallas Mavericks,LA Clippers,122,106,True
2021-12-05,Toronto Raptors,LA Lakers,108,118,False
2021-12-05,Oklahoma City Thunder,Atlanta Hawks,136,128,True
2021-12-05,LA Lakers,Toronto Raptors,96,110,False
2021-12-05,Oklahoma City Thunder,New Orleans Pelicans,133,115,True
2021-12-05,Chicago Bulls,Denver Nuggets,104,108,False
2021-12-05,Toronto Raptors,Memphis Grizzlies,117,109,True
2021-12-05,Philadelphia 76ers,Memphis Grizzlies,120,118,True
2021-12-06,Denver Nuggets,LA Lakers,126,100,True
2021-12-06,Denver Nuggets,Miami Heat,100,116,False
2021-12-06,Chicago Bulls,LA Lakers,106,109,False
2021-12-06,Portland Trail Blazers,Indiana Pacers,117,99,True
2021-12-06,New Orleans Pelicans,Golden State Warriors,119,118,True
2021-12-06,Boston Celtics,Detroit Pistons,127,121,True
2021-12-06,Brooklyn Nets,Portland Trail Blazers,117,115,True
2021-12-06,Charlotte Hornets,Brooklyn Nets,90,116,False
2021-12-06,Charlotte Hornets,Boston Celtics,114,117,False
2021-12-06,New Orleans Pelicans,New York Knicks,109,105,True
2021-12-06,Orlando Magic,Detroit Pistons,109,113,False
2021-12-06,Portland Trail Blazers,Denver Nuggets,100,108,False
2021-12-06,Chicago Bulls,Utah Jazz,118,115,True
2021-12-07,Sacramento Kings,Denver Nuggets,105,109,False
2021-12-07,Toronto Raptors,Phoenix Suns,123,107,True
2021-12-07,Phoenix Suns,Houston Rockets,108,113,False
2021-12-07,LA Lakers,Sacramento Kings,120,101,True
2021-12-07,Minnesota Timberwolves,Denver Nuggets,122,111,True
2021-12-07,Dallas Mavericks,Orlando Magic,126,122,True
2021-12-07,Cleveland Cavaliers,LA Lakers,117,125,False
2021-12-07,Oklahoma City Thunder,Toronto Raptors,121,97,True
2021-12-08,Houston Rockets,Philadelphia 76ers,110,116,False
2021-12-08,Houston Rockets,Minnesota Timberwolves,120,128,False
2021-12-08,Indiana Pacers,New Orleans Pelicans,97,104,False
2021-12-08,Portland Trail Blazers,Philadelphia 76ers,92,132,False
2021-12-08,Minnesota Timberwolves,Indiana Pacers,112,110,True
2021-12-08,Miami Heat,Golden State Warriors,114,102,True
2021-12-08,Detroit Pistons,Dallas Mavericks,98,114,False
2021-12-08,Portland Trail Blazers,Dallas Mavericks,97,110,False
2021-12-08,Houston Rockets,Sacramento Kings,122,114,True
2021-12-08,Chicago Bulls,New Orleans Pelicans,112,115,False
2021-12-08,New York Knicks,Detroit Pistons,121,117,True
2021-12-09,Oklahoma City Thunder,Boston Celtics,95,107,False
2021-12-09,Chicago Bulls,Orlando Magic,122,96,True
2021-12-09,Philadelphia 76ers,Golden State Warriors,121,131,False
2021-12-09,Oklahoma City Thunder,Orlando Magic,121,91,True
2021-12-09,Sacramento Kings,Miami Heat,120,106,True
2021-12-09,Chicago Bulls,New Orleans Pelicans,111,103,True
2021-12-09,Golden State Warriors,LA Lakers,102,106,False
2021-12-10,Washington Wizards,Brooklyn Nets,92,115,False
2021-12-10,Detroit Pistons,Minnesota Timberwolves,106,110,False
2021-12-10,LA Clippers,Boston Celtics,102,122,False
2021-12-10,Golden State Warriors,Atlanta Hawks,124,103,True
2021-12-10,Phoenix Suns,New York Knicks,121,115,True
2021-12-10,Indiana Pacers,Atlanta Hawks,101,97,True
2021-12-10,Orlando Magic,Golden State Warriors,114,112,True
2021-12-10,Dallas Mavericks,Chicago Bulls,107,95,True
2021-12-10,Oklahoma City Thunder,Orlando Magic,116,95,True
2021-12-10,Houston Rockets,Miami Heat,113,86,True
2021-12-10,Utah Jazz,Charlotte Hornets,107,104,True
2021-12-10,New Orleans Pelicans,Philadelphia 76ers,104,118,False
2021-12-10,Philadelphia 76ers,Atlanta Hawks,121,109,True
2021-12-11,Miami Heat,Denver Nuggets,104,112,False
2021-12-11,Golden State Warriors,Dallas Mavericks,110,96,True
2021-12-11,New Orleans Pelicans,Indiana Pacers,102,116,False
2021-12-11,Orlando Magic,Sacramento Kings,127,85,True
2021-12-11,Atlanta Hawks,Miami Heat,100,126,False
2021-12-11,LA Clippers,Atlanta Hawks,115,90,True
2021-12-11,Denver Nuggets,Golden State Warriors,127,120,True
2021-12-11,Miami Heat,Philadelphia 76ers,126,119,True
2021-12-11,Charlotte Hornets,Boston Celtics,116,122,False
2021-12-11,Milwaukee Bucks,Orlando Magic,114,106,True
2021-12-12,Charlotte Hornets,Milwaukee Bucks,121,124,False
2021-12-12,Charlotte Hornets,Dallas Mavericks,120,117,True
2021-12-12,Minnesota Timberwolves,LA Clippers,114,101,True
2021-12-12,Brooklyn Nets,Golden State Warriors,123,114,True
2021-12-12,Atlanta Hawks,Portland Trail Blazers,109,87,True
2021-12-12,Milwaukee Bucks,Brooklyn Nets,113,105,True
2021-12-12,Portland Trail Blazers,Indiana Pacers,111,114,False
2021-12-12,Chicago Bulls,Memphis Grizzlies,137,107,True
2021-12-12,Utah Jazz,LA Lakers,101,136,False
2021-12-12,Miami Heat,Dallas Mavericks,123,96,True
2021-12-12,Brooklyn Nets,LA Lakers,108,116,False
2021-12-12,Miami Heat,Denver Nuggets,116,109,True
2021-12-13,Sacramento Kings,Phoenix Suns,97,102,False
2021-12-13,San Antonio Spurs,Indiana Pacers,97,111,False
2021-12-13,Atlanta Hawks,Washington Wizards,122,91,True
2021-12-13,Atlanta Hawks,Minnesota Timberwolves,106,107,False
2021-12-13,Phoenix Suns,Brooklyn Nets,104,102,True
2021-12-13,Denver Nuggets,Detroit Pistons,113,111,True
2021-12-13,Charlotte Hornets,Sacramento Kings,97,129,False
2021-12-13,New York Knicks,Sacramento Kings,115,93,True
2021-12-13,Philadelphia 76ers,Denver Nuggets,124,122,True
2021-12-13,LA Clippers,Atlanta Hawks,129,124,True
2021-12-13,San Antonio Spurs,Orlando Magic,100,102,False
2021-12-13,LA Clippers,New York Knicks,136,96,True
2021-12-13,Utah Jazz,LA Clippers,115,122,False
2021-12-14,New Orleans Pelicans,Detroit Pistons,120,100,True
2021-12-14,LA Lakers,Detroit Pistons,126,116,True
2021-12-14,Memphis Grizzlies,New York Knicks,130,105,True
2021-12-14,New Orleans Pelicans,Oklahoma City Thunder,85,123,False
2021-12-14,Dallas Mavericks,Philadelphia 76ers,116,110,True
2021-12-14,Atlanta Hawks,Washington Wizards,129,109,True
2021-12-15,LA Lakers,Boston Celtics,117,119,False
2021-12-15,Philadelphia 76ers,Atlanta Hawks,121,112,True
2021-12-15,Atlanta Hawks,Houston Rockets,92,102,False
2021-12-15,Cleveland Cavaliers,LA Clippers,93,116,False
2021-12-15,Charlotte Hornets,San Antonio Spurs,107,92,True
2021-12-15,Phoenix Suns,LA Clippers,125,115,True
2021-12-15,Dallas Mavericks,Golden State Warriors,111,105,True
2021-12-15,Philadelphia 76ers,Chicago Bulls,100,91,True
2021-12-16,LA Lakers,New Orleans Pelicans,125,123,True
2021-12-16,Utah Jazz,Oklahoma City Thunder,97,110,False
2021-12-16,Boston Celtics,Indiana Pacers,114,103,True
2021-12-16,Cleveland Cavaliers,Chicago Bulls,113,109,True
2021-12-16,Toronto Raptors,Denver Nuggets,117,125,False
2021-12-16,Miami Heat,Cleveland Cavaliers,110,117,False
2021-12-16,Phoenix Suns,Chicago Bulls,134,108,True
2021-12-16,Miami Heat,LA Clippers,119,111,True
2021-12-17,Golden State Warriors,Denver Nuggets,125,130,False
2021-12-17,Indiana Pacers,Toronto Raptors,112,101,True
2021-12-17,Oklahoma City Thunder,Toronto Raptors,118,88,True
2021-12-17,Minnesota Timberwolves,New York Knicks,120,109,True
2021-12-17,Atlanta Hawks,Miami Heat,115,98,True
2021-12-17,Portland Trail Blazers,Memphis Grizzlies,99,122,False
2021-12-17,Cleveland Cavaliers,Indiana Pacers,112,111,True
2021-12-17,Denver Nuggets,Philadelphia 76ers,117,123,False
2021-12-18,Philadelphia 76ers,LA Lakers,125,119,True
2021-12-18,Golden State Warriors,Portland Trail Blazers,124,97,True
2021-12-18,Houston Rockets,Minnesota Timberwolves,108,112,False
2021-12-18,Charlotte Hornets,Phoenix Suns,98,101,False
2021-12-18,Charlotte Hornets,Cleveland Cavaliers,112,120,False
2021-12-18,Philadelphia 76ers,Memphis Grizzlies,116,114,True
2021-12-18,Sacramento Kings,Minnesota Timberwolves,128,115,True
2021-12-18,New Orleans Pelicans,Brooklyn Nets,108,111,False
2021-12-18,Washington Wizards,Charlotte Hornets,85,131,False
2021-12-18,Toronto Raptors,Chicago Bulls,110,117,False
2021-12-18,Houston Rockets,Philadelphia 76ers,119,99,True
2021-12-18,New Orleans Pelicans,Cleveland Cavaliers,111,98,True
2021-12-18,Orlando Magic,Indiana Pacers,93,120,False
2021-12-18,Atlanta Hawks,Indiana Pacers,95,111,False
2021-12-19,LA Lakers,Detroit Pistons,127,119,True
2021-12-19,San Antonio Spurs,Dallas Mavericks,109,119,False
2021-12-19,Detroit Pistons,San Antonio Spurs,100,122,False
2021-12-19,New York Knicks,Boston Celtics,111,105,True
2021-12-19,Houston Rockets,Denver Nuggets,108,112,False
2021-12-19,New Orleans Pelicans,Detroit Pistons,124,95,True
2021-12-19,Portland Trail Blazers,Cleveland Cavaliers,125,97,True
2021-12-19,Sacramento Kings,Washington Wizards,104,94,True
2021-12-19,Orlando Magic,Atlanta Hawks,105,126,False
2021-12-19,LA Clippers,Atlanta Hawks,109,104,True
2021-12-19,LA Lakers,Minnesota Timberwolves,111,122,False
2021-12-19,Minnesota Timberwolves,New Orleans Pelicans,106,98,True
2021-12-19,LA Clippers,Philadelphia 76ers,108,113,False
2021-12-19,Portland Trail Blazers,Philadelphia 76ers,102,98,True
2021-12-20,Dallas Mavericks,Memphis Grizzlies,98,114,False
2021-12-20,Boston Celtics,Denver Nuggets,91,115,False
2021-12-20,Minnesota Timberwolves,Memphis Grizzlies,100,101,False
2021-12-20,Toronto Raptors,Charlotte Hornets,109,122,False
2021-12-20,San Antonio Spurs,LA Clippers,116,124,False
2021-12-20,Portland Trail Blazers,Orlando Magic,113,131,False
2021-12-20,Portland Trail Blazers,Charlotte Hornets,114,107,True
2021-12-21,Portland Trail Blazers,Dallas Mavericks,103,132,False
2021-12-21,Milwaukee Bucks,LA Clippers,123,114,True
2021-12-21,Memphis Grizzlies,Houston Rockets,130,135,False
2021-12-21,New York Knicks,Indiana Pacers,115,119,False
2021-12-21,Oklahoma City Thunder,Sacramento Kings,90,112,False
2021-12-21,Orlando Magic,Portland Trail Blazers,122,102,True
2021-12-21,Philadelphia 76ers,Houston Rockets,129,122,True
2021-12-22,Indiana Pacers,Charlotte Hornets,102,114,False
2021-12-22,Golden State Warriors,Sacramento Kings,116,99,True
2021-12-22,Philadelphia 76ers,Utah Jazz,108,104,True
2021-12-22,Chicago Bulls,New Orleans Pelicans,107,123,False
2021-12-22,LA Lakers,Golden State Warriors,110,114,False
2021-12-22,Milwaukee Bucks,Miami Heat,116,111,True
2021-12-22,Houston Rockets,Oklahoma City Thunder,115,122,False
2021-12-22,Toronto Raptors,Chicago Bulls,123,117,True
2021-12-22,Orlando Magic,Toronto Raptors,120,103,True
2021-12-22,LA Lakers,Oklahoma City Thunder,88,125,False
2021-12-23,Dallas Mavericks,Chicago Bulls,120,115,True
2021-12-23,LA Clippers,Portland Trail Blazers,110,96,True
2021-12-23,Denver Nuggets,Sacramento Kings,125,116,True
2021-12-23,Sacramento Kings,Boston Celtics,125,100,True
2021-12-23,LA Lakers,Utah Jazz,118,111,True
2021-12-23,Philadelphia 76ers,Dallas Mavericks,113,106,True
2021-12-23,Toronto Raptors,Miami Heat,106,115,False
2021-12-23,LA Clippers,Toronto Raptors,122,106,True
2021-12-23,Philadelphia 76ers,Orlando Magic,112,118,False
2021-12-23,Atlanta Hawks,Toronto Raptors,117,111,True
2021-12-23,San Antonio Spurs,LA Clippers,108,114,False
2021-12-23,Brooklyn Nets,Sacramento Kings,115,139,False
2021-12-23,Washington Wizards,Memphis Grizzlies,109,103,True
2021-12-24,Minnesota Timberwolves,Orlando Magic,113,101,True
2021-12-24,Washington Wizards,Chicago Bulls,115,124,False
2021-12-24,Boston Celtics,Sacramento Kings,104,88,True
2021-12-24,Milwaukee Bucks,Detroit Pistons,120,88,True
2021-12-24,Toronto Raptors,Brooklyn Nets,105,95,True
2021-12-24,Cleveland Cavaliers,New York Knicks,117,97,True
2021-12-24,Washington Wizards,LA Clippers,111,119,False
2021-12-24,Minnesota Timberwolves,Miami Heat,121,102,True
2021-12-24,Golden State Warriors,Washington Wizards,119,85,True
2021-12-24,Indiana Pacers,San Antonio Spurs,108,90,True
2021-12-24,Indiana Pacers,Boston Celtics,98,96,True
2021-12-25,Golden State Warriors,Sacramento Kings,104,107,False
2021-12-25,Orlando Magic,Dallas Mavericks,115,107,True
2021-12-25,Cleveland Cavaliers,Oklahoma City Thunder,106,110,False
2021-12-25,Toronto Raptors,Memphis Grizzlies,126,117,True
2021-12-25,Dallas Mavericks,Denver Nuggets,111,101,True
2021-12-25,Memphis Grizzlies,Denver Nuggets,98,116,False
2021-12-25,Indiana Pacers,Detroit Pistons,108,97,True
2021-12-25,Indiana Pacers,Houston Rockets,117,95,True
2021-12-25,Chicago Bulls,Denver Nuggets,110,116,False
2021-12-25,Toronto Raptors,Milwaukee Bucks,106,113,False
2021-12-25,Miami Heat,New York Knicks,121,119,True
2021-12-25,Minnesota Timberwolves,Sacramento Kings,113,101,True
2021-12-25,Dallas Mavericks,Washington Wizards,132,103,True
2021-12-26,Brooklyn Nets,Denver Nuggets,130,109,True
2021-12-26,Dallas Mavericks,Detroit Pistons,122,118,True
2021-12-26,Sacramento Kings,Milwaukee Bucks,107,121,False
2021-12-26,Sacramento Kings,New York Knicks,104,98,True
2021-12-26,New York Knicks,Boston Celtics,112,110,True
2021-12-26,Boston Celtics,Memphis Grizzlies,97,96,True
2021-12-26,Miami Heat,LA Lakers,117,125,False
2021-12-26,Portland Trail Blazers,Chicago Bulls,114,94,True
2021-12-26,Brooklyn Nets,Houston Rockets,121,122,False
2021-12-26,Memphis Grizzlies,Brooklyn Nets,110,109,True
2021-12-26,Cleveland Cavaliers,Houston Rockets,119,105,True
2021-12-26,Dallas Mavericks,Minnesota Timberwolves,135,101,True
2021-12-27,Charlotte Hornets,LA Clippers,106,112,False
2021-12-27,Dallas Mavericks,LA Clippers,112,111,True
2021-12-27,Philadelphia 76ers,New York Knicks,105,99,True
2021-12-27,Brooklyn Nets,Boston Celtics,87,117,False
2021-12-27,Indiana Pacers,Detroit Pistons,115,114,True
2021-12-28,LA Lakers,Portland Trail Blazers,115,109,True
2021-12-28,LA Clippers,Denver Nuggets,106,112,False
2021-12-28,Charlotte Hornets,New Orleans Pelicans,119,104,True
2021-12-28,Orlando Magic,LA Clippers,114,119,False
2021-12-28,Milwaukee Bucks,LA Clippers,108,107,True
2021-12-28,New York Knicks,Indiana Pacers,127,115,True
2021-12-28,Brooklyn Nets,Detroit Pistons,118,115,True
2021-12-28,Memphis Grizzlies,Sacramento Kings,111,116,False
2021-12-28,Portland Trail Blazers,Utah Jazz,109,96,True
2021-12-28,New York Knicks,Toronto Raptors,123,85,True
2021-12-28,Houston Rockets,Charlotte Hornets,115,114,True
2021-12-29,Oklahoma City Thunder,Sacramento Kings,124,96,True
2021-12-29,Chicago Bulls,Miami Heat,110,114,False
2021-12-29,LA Lakers,Phoenix Suns,126,101,True
2021-12-29,Atlanta Hawks,Golden State Warriors,115,130,False
2021-12-29,Washington Wizards,Boston Celtics,95,118,False
2021-12-30,LA Clippers,Golden State Warriors,121,87,True
2021-12-30,San Antonio Spurs,Memphis Grizzlies,111,140,False
2021-12-30,Oklahoma City Thunder,Minnesota Timberwolves,116,102,True
2021-12-30,Golden State Warriors,Detroit Pistons,115,102,True
2021-12-30,Phoenix Suns,Sacramento Kings,124,107,True
2021-12-30,Atlanta Hawks,Cleveland Cavaliers,104,87,True
2021-12-30,San Antonio Spurs,Cleveland Cavaliers,109,105,True
2021-12-30,Sacramento Kings,Houston Rockets,115,117,False
2021-12-30,LA Lakers,Washington Wizards,111,93,True
2021-12-30,Portland Trail Blazers,New York Knicks,106,116,False
2021-12-31,Detroit Pistons,Milwaukee Bucks,110,112,False
2021-12-31,San Antonio Spurs,Miami Heat,121,94,True
2021-12-31,Cleveland Cavaliers,San Antonio Spurs,111,85,True
2021-12-31,Oklahoma City Thunder,Denver Nuggets,97,102,False
2021-12-31,LA Clippers,Denver Nuggets,115,119,False
